track_id,track_name,artist_name,release_date,week,rank
2uu2aGqA2UblCg581Q7l1g,caramelo - remix,ozuna,2020-08-17,2020-08-28,120
2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,blackbear,2020-08-21,2020-08-28,130
6NJfIydBMYrXvlaXsFxmc8,ain't it different (feat. aj tracey & stormzy),headie one,2020-08-20,2020-08-28,142
6qAxQhNfM909QrDGLYEocf,frühstück in paris,capital bra,2020-08-20,2020-08-28,145
4j3iq13kHs5PB94jdTp3Y3,admv,maluma,2020-08-21,2020-08-28,159
6bM4daGlfZHtKMQp8tEqVz,2012,bausa,2020-08-21,2020-08-28,177
1bRpSCFv6P2OUhciByeRYR,jangueo,alex rose,2019-11-08,2020-08-28,181
34LI7rwi9H8w2S5KTHnv1M,quiéreme mientras se pueda,manuel turizo,2020-05-01,2020-08-28,183
4Rh4UxgPaRTaFfKumWtUbM,if i were u (with lauv),blackbear,2020-08-21,2020-08-28,188
1VLtjHwRWOVJiE5Py7JxoQ,martin & gina,polo g,2020-05-15,2020-08-28,190
0t1kP63rueHleOhQkYSXFY,dynamite,bts,2020-08-28,2020-09-04,4
2J4P46vCFm1rPkNkp9pZWX,ice cream (with selena gomez),blackpink,2020-08-28,2020-09-04,5
58AGoOGbwsQMhBbH0eFLRR,over now (with the weeknd),calvin harris,2020-08-28,2020-09-04,24
2DQNYMRjisN3KAPj1bEwOI,"lemonade (feat. gunna, don toliver & nav)",internet money,2020-08-29,2020-09-04,28
2rFsFjq0D9JAmc0APpCO6P,blastoff (feat. juice wrld & trippie redd),internet money,2020-08-29,2020-09-04,65
2V4Fx72svQRxrFvNT1eq5f,the baddest,k/da,2020-08-27,2020-09-04,82
1RsD951uUUlJx0MRioZfev,cry about it later,katy perry,2020-08-28,2020-09-04,148
19OXtYzrJyCrQvTbfukt4H,madrid (feat. myke towers),maluma,2020-08-21,2020-09-04,156
3GtnId3Cm1Xa6joCj08nzW,jeans,justin quiles,2020-08-14,2020-09-04,164
7JDWhC422Gtk1Bq0mL3OTC,feel something,bea miller,2019-06-21,2020-09-04,171
0mb3uDw5vfFUcZfJYFOMRu,gifted (feat. roddy ricch),cordae,2020-08-27,2020-09-04,185
5cBrOhKDyiJF9bPGUHKkG0,#ad?,dalex,2020-04-20,2020-09-04,188
15k1TDabqSEmyXOwMq9RM7,investe em mim,jonas esticado,2019-12-13,2020-09-04,193
2QjOHCTQ1Jl3zawyYOpxh6,sweater weather,the neighbourhood,2013-04-19,2020-09-04,198
5Jm4w8jmPEBTLjI9vH4fXo,caramelo,ozuna,2020-09-04,2020-09-11,22
35UUpTmrcFXNIVIN26ujXl,relación - remix,sech,2020-09-04,2020-09-11,40
13vDU8nPsvTGEVTMB8Vw7g,djadja (feat. maluma) - remix,aya nakamura,2019-10-25,2020-09-11,45
7Bar1kLTmsRmH6FCKKMEyU,hit different,sza,2020-09-04,2020-09-11,72
5cpJFiNwYyWwFLH0V6B3N8,del mar,ozuna,2020-09-04,2020-09-11,83
67jvGGbJmOmVonlyX3mNkV,caramelo - remix,ozuna,2020-09-04,2020-09-11,87
7aGyRfJWtLqgJaZoG9lJhE,mad at disney,salem ilese,2020-07-24,2020-09-11,97
33gwZOGJWEZ7dRWPqPxBEZ,wolves (feat. post malone),big sean,2020-09-04,2020-09-11,102
0wYOlCybpxFc2azWLyYj0S,lets link,whoheem,2020-08-20,2020-09-11,106
4iD5KYizD5e0KrCsk58P2r,fuckst mich nur ab,bonez mc,2020-09-03,2020-09-11,112
6qiiDtFAJjyEhoZVcf6ovL,gooba,6ix9ine,2020-09-04,2020-09-11,113
4VLTxHOyFX5FRtkpsFm5Pc,lithuania (feat. travis scott),big sean,2020-09-04,2020-09-11,115
5woaU1FNkqCwg6WzWiQPW5,"tap in (feat. post malone, dababy & jack harlow)",saweetie,2020-08-28,2020-09-11,157
15OjBeqNX3bShsGYQbteRv,la tóxica,farruko,2020-07-24,2020-09-11,164
2r6OAV3WsYtXuXjvJ1lIDi,hello (feat. a boogie wit da hoodie),pop smoke,2020-07-20,2020-09-11,167
0JAZWvvqttGFm4UMDsPQXC,despeinada,ozuna,2020-09-04,2020-09-11,171
2MlOUXmcofMackX3bxfSwi,jerusalema (feat. nomcebo zikode),master kg,2020-01-24,2020-09-11,187
30bqVoKjX479ab90a8Pafp,star shopping,lil peep,,2020-09-11,189
0zzVTGyRrWpQu8Fr28NRAv,ok not to be ok,marshmello,2020-09-10,2020-09-18,56
5y7DaS3jAc9eZzcSOoUIwU,una locura,ozuna,2020-09-04,2020-09-18,57
3kml9ZdpT7UYk1ugkjqOzt,don don,daddy yankee,2020-09-11,2020-09-18,100
6fMzgFFGzWCwiHMzDzNpp5,lets link,whoheem,2020-08-20,2020-09-18,107
27u7t9d7ZQoyjsCROHuZJ3,tick tock (feat. 24kgoldn),clean bandit,2020-08-21,2020-09-18,116
6AGOKlMZWLCaEJGnaROtF9,put your records on,ritt momney,2020-04-24,2020-09-18,121
4lsHZ92XCFOQfzJFBTluk8,you got it,vedo,2020-03-27,2020-09-18,127
5oI9blwsXC8AkTWw6wASY8,máquina do tempo,matuê,2020-09-10,2020-09-18,167
0y8mJFmm4ogCHnfe0oTuT6,fuckst mich nur ab,bonez mc,2020-09-10,2020-09-18,171
0xUvi7wldroBzaZCengPa5,24 (feat. lil baby),money man,2020-08-21,2020-09-18,172
0tbjiOUl4k492KPdWZS9sy,7 summers,morgan wallen,2020-08-14,2020-09-18,175
4aZfvvgfoSfmSZpfwQYzC0,ihr hobby,bonez mc,2020-09-10,2020-09-18,183
6i7zAdNhzUN2k1HcrBxPHG,head shoulders knees & toes (feat. norma jean martine),ofenbach,2020-05-08,2020-09-18,184
3dYD57lRAUcMHufyqn9GcI,take me to church,hozier,2014-07-20,2020-09-18,189
5u1n1kITHCxxp8twBcZxWy,holy (feat. chance the rapper),justin bieber,2020-09-18,2020-09-25,4
7hxHWCCAIIxFLCzvDgnQHX,"lemonade (feat. gunna, don toliver & nav)",internet money,2020-08-28,2020-09-25,5
7e1VoRlNumuEkXlITMHKLE,me gusta (with cardi b & myke towers),anitta,2020-09-18,2020-09-25,38
5hvwx5i67IwnCkjl9VHkNv,diamonds,sam smith,2020-09-17,2020-09-25,42
1InCpEliLCkWHOBdXW7XSx,kings & queens,ava max,2020-09-18,2020-09-25,44
11EnQRgRMJwMAesfkB5pnu,se te nota (with guaynaa),lele pons,2020-09-02,2020-09-25,108
0AUvWawuP0ibk4SQ3sIZjk,daisy,ashnikko,2020-07-09,2020-09-25,136
4f2GB5ZC7vOUYPAg69N2Xw,september,"earth, wind & fire",2013-09-11,2020-09-25,148
7BO3y8lmogACezwHqZ1HTB,bxl zoo,damso,2020-09-17,2020-09-25,158
7yN9Qx1HtE4c1fhakBz8Ay,deux toiles de mer,damso,2020-09-17,2020-09-25,159
7dH9TPjTWQ60wOJkmYay8a,blastoff (feat. juice wrld & trippie redd),internet money,2020-08-28,2020-09-25,162
77Xwqkw7VrV8E5FCq9JhO8,dolly (with lil uzi vert),lil tecca,2020-09-18,2020-09-25,181
00ETaeHUQ6lops3oWU1Wrt,hot stuff,kygo,2020-09-18,2020-09-25,194
2ICse7t8MB60EFk6o9aUyw,who's laughing now,ava max,2020-09-18,2020-09-25,197
3tNE4i6TBqMdyTZxHDAn9B,sweet but psycho,ava max,2020-09-18,2020-09-25,200
4jVBIpuOiMj1crqd8LoCrJ,franchise (feat. young thug & m.i.a.),travis scott,2020-09-25,2020-10-02,14
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),machine gun kelly,2020-09-25,2020-10-02,39
1dLXLETYiZohIZWnse4ypG,better,zayn,2020-09-25,2020-10-02,49
73nAK3HgQK8dak83Y2WQ8F,vida de rico,camilo,2020-09-21,2020-10-02,50
1VSuFS7PahCN3SWbOcQ98m,forget me too (feat. halsey),machine gun kelly,2020-09-25,2020-10-02,59
6Vgtvd7I5yopJdBuxqjBd2,your man,joji,2020-09-24,2020-10-02,77
5jSBnH9NyaNP5zdSB3pwgu,gimme love,joji,2020-09-24,2020-10-02,83
3Nc86B5XmDlG1KuEeSLD8x,ew,joji,2020-09-24,2020-10-02,97
0ofHAoxe9vBkTCp2UQIavz,dreams - 2004 remaster,fleetwood mac,1977-02-04,2020-10-02,98
170DNUSnQRp1tGpppF26pA,epidemic,polo g,2020-09-25,2020-10-02,116
6mADjHs6FXdroPzEGW6KVJ,bloody valentine,machine gun kelly,2020-09-25,2020-10-02,123
5BibcbKVdZUuTttSG02JTp,modus,joji,2020-09-24,2020-10-02,126
2Imn5iTu2xD3gXCqpBqubu,tick tock,joji,2020-09-24,2020-10-02,145
5F1ZmucV0uJY14y2dYKePa,sanctuary,joji,2020-09-24,2020-10-02,151
1zmgEIHE0eXH0IhBGuoTkP,run,joji,2020-09-24,2020-10-02,158
0f1G5SHFoFC9lO03gHCGVS,pretty boy (feat. lil yachty),joji,2020-09-25,2020-10-02,171
1ggYjU6zdFHgANcku82boU,afterthought,joji,2020-09-24,2020-10-02,177
3k0YJnqMKRZb8swo86vCkq,drunk face,machine gun kelly,2020-09-25,2020-10-02,188
4Ws314Ylb27BVsvlZOy30C,lovesick girls,blackpink,2020-10-02,2020-10-09,6
7iAgNZdotu40NwtoIWJHFe,bet you wanna (feat. cardi b),blackpink,2020-10-02,2020-10-09,11
5KCbr5ndeby4y4ggthdiAb,wonder,shawn mendes,2020-10-02,2020-10-09,12
4JUPEh2DVSXFGExu4Uxevz,ice cream (with selena gomez),blackpink,2020-10-02,2020-10-09,15
1XnpzbOGptRwfJhZgLbmSr,pretty savage,blackpink,2020-10-02,2020-10-09,22
4SFknyjLcyTLJFPKD2m96o,how you like that,blackpink,2020-10-02,2020-10-09,23
5SWnsxjhdcEDc7LJjq9UHk,runnin,21 savage,2020-10-02,2020-10-09,24
4Q34FP1AT7GEl9oLgNtiWj,mr. right now (feat. drake),21 savage,2020-10-02,2020-10-09,25
7qq0EOPW4RRlqdvMBmdd73,crazy over you,blackpink,2020-10-02,2020-10-09,32
7iKDsPfLT0d5mu2htfMKBZ,love to hate me,blackpink,2020-10-02,2020-10-09,35
4TgxFMOn5yoESW6zCidCXL,savage love (laxed – siren beat) [bts remix],jawsh 685,2020-10-02,2020-10-09,41
39kzWAiVPpycdMpr745oPj,you never know,blackpink,2020-10-02,2020-10-09,46
6pcywuOeGGWeOQzdUyti6k,glock in my lap,21 savage,2020-10-02,2020-10-09,53
3ruoIF2UnoXdzK8mR61ebq,rich nigga shit (feat. young thug),21 savage,2020-10-02,2020-10-09,65
3CDVMejYHnB1SkEEx0T1N4,many men,21 savage,2020-10-02,2020-10-09,68
7fxSLnklnayJNBIKntXedZ,slidin,21 savage,2020-10-02,2020-10-09,77
4SCnCPOUOUXUmCX2uHb3r7,outta time (feat. drake),bryson tiller,2020-10-02,2020-10-09,84
42Tohunwlh34o0mgxYx5iq,my dawg,21 savage,2020-10-02,2020-10-09,131
7B3z0ySL9Rr0XvZEAjWZzM,sofia,clairo,2019-08-02,2020-10-09,133
3WaDoMDQRqDdgtCDLxanpN,snitches & rats (feat. young nudy),21 savage,2020-10-02,2020-10-09,138
4V9ynsDPwHtdItksqjuRu0,brand new draco,21 savage,2020-10-02,2020-10-09,139
463CkQjx2Zk1yXoBuierM9,levitating (feat. dababy),dua lipa,2020-10-01,2020-10-09,141
5i7ThJfYLAzp2DyZuFpF6j,heart of glass (live from the iheart festival),miley cyrus,2020-09-29,2020-10-09,151
5sBplhIrmzA4kQGyIOpmDf,lemonade (feat. roddy ricch & don toliver) [remix],internet money,2020-09-30,2020-10-09,153
50I7FNN2rl2rWiNwGxS146,no opp left behind,21 savage,2020-10-02,2020-10-09,179
1wGnp7ejkCuXRsehXx0PNP,rip luv,21 savage,2020-10-02,2020-10-09,190
2bgcUk2A3jjKbCJ7KPquTi,mi niña,wisin,2020-09-23,2020-10-09,193
7FtZFla3ZH6PqsAJ9MvVCM,steppin on niggas,21 savage,2020-10-02,2020-10-09,197
5E30LdtzQTGqRvNd7l6kG5,daddy issues,the neighbourhood,2015-10-30,2020-10-09,198
1Slwb6dOYkBlWal1PGtnNg,thinking out loud,ed sheeran,,2020-10-09,199
6OqrJqDMu15AGJHJazg9Nr,levitating (feat. dababy),dua lipa,2020-03-27,2020-10-16,74
2fTdRdN73RgIgcUZN33dvt,"baby, i'm jealous (feat. doja cat)",bebe rexha,2020-10-09,2020-10-16,109
7ndTONDDRFGiPnnhOzOXxq,la nota,manuel turizo,2020-10-08,2020-10-16,129
6YzQOngfcV0W9F8UOTnEEK,bande organisée,13 organisé,2020-10-09,2020-10-16,135
2JSmxLqt8h7ZpJJkfuLJvK,stunnin' (feat. harm franklin),curtis waters,2020-10-09,2020-10-16,144
71FrGl0XcpL3VId65tB5mg,recairei - ao vivo,os barões da pisadinha,2020-04-17,2020-10-16,159
60a0Rd6pjrkxjPbaKzXjfq,in the end,linkin park,2000-10-24,2020-10-16,176
5qqabIl2vWzo9ApSC317sa,wonderwall - remastered,oasis,1995-10-02,2020-10-16,194
4y4spB9m0Q6026KfkAvy9Q,lonely (with benny blanco),justin bieber,2020-10-16,2020-10-23,11
6HlE9t71z9DjGi7KqSyEpA,deep end,fousheé,2020-07-31,2020-10-23,89
55Am8neGJkdj2ADaM3aw5H,train wreck,james arthur,2016-10-28,2020-10-23,112
4Gt2kh3QbAGU6yquOWn4aW,fake,lauv,2020-10-13,2020-10-23,137
2JTir3y1VuJQmexiTCMcTP,recairei - ao vivo,os barões da pisadinha,2020-10-15,2020-10-23,161
3QGppKBPd9gHOgHJzRbVIw,hate the way (feat. blackbear),g-eazy,2020-10-16,2020-10-23,165
3ThrfRAmijYU098H9q9tAs,enchule,rauw alejandro,2020-09-18,2020-10-23,173
4HvE2E9rXJDcQhE4YfeNuG,let me love you like a woman,lana del rey,2020-10-16,2020-10-23,192
7igeByaBM0MgGsgXtNxDJ7,positions,ariana grande,2020-10-23,2020-10-30,1
6IBcOGPsniK3Pso1wHIhew,forever after all,luke combs,2020-10-23,2020-10-30,29
5IUtvfNvOyVYZUa6AJFrnP,spicy (feat. post malone),ty dolla $ign,2020-10-23,2020-10-30,52
4DuUwzP4ALMqpquHU0ltAB,tyler herro,jack harlow,2020-10-22,2020-10-30,62
5psEZhQu6lukjhavJo4AbC,so done,the kid laroi,2020-10-23,2020-10-30,74
45S5WTQEGOB1VHr1Q4FuPl,golden,harry styles,2019-12-13,2020-10-30,86
3pJa2fy3VW7Uxrzzz0k1A7,angeklagt,bonez mc,2020-10-22,2020-10-30,91
21N4Buj4xsyLb218lYle61,chica ideal,sebastian yatra,2020-10-16,2020-10-30,125
28xX6K8LnkZve4RiuEB3iK,sweet melody,little mix,2020-10-23,2020-10-30,126
7vrJn5hDSXRmdXoR30KgF1,bichota,karol g,2020-10-23,2020-10-30,128
3apeXzypBMnUfYcZYNX6DH,i can't stop me,twice,2020-10-26,2020-10-30,141
6sI8Q7TTJeA9exw6hxEqq3,blueberry eyes (feat. suga of bts),max,2020-09-18,2020-10-30,144
4K8cyoCDovlc4FvtUr2Hfx,nada,cali y el dandee,2020-08-14,2020-10-30,163
1RSzyxqtIO4yX3EyiV4zT5,whoopty,cj,2020-08-20,2020-10-30,168
6Juv5N0dNU1imms9c9u1dA,papi chulo,octavian,2020-03-13,2020-10-30,176
7bCfHiRcfUjG0YVVNUL7Ve,e-girls are ruining my life!,corpse,2020-09-25,2020-10-30,179
2gam98EZKrF9XuOkU13ApN,promiscuous,nelly furtado,2006-01-01,2020-10-30,184
7o4gBbTM6UBLkOYPw9xMCz,moonwalking in calabasas (feat. blueface) - remix,ddg,2020-09-11,2020-10-30,195
4kflIGfjdZJW4ot2ioixTB,someone like you,adele,2011-01-19,2020-10-30,197
35mvY5S1H3J2QZyna3TFe0,positions,ariana grande,2020-10-30,2020-11-06,1
47EiUVwUp4C9fGccaPuUCS,dákiti,bad bunny,2020-10-30,2020-11-06,2
6Im9k8u9iIzKMrmV7BWtlF,34+35,ariana grande,2020-10-30,2020-11-06,5
5GkQIP5mWPi4KZLLXeuFTT,motive (with doja cat),ariana grande,2020-10-30,2020-11-06,14
7E1jVNoWuemqUryI4FxsVD,off the table (with the weeknd),ariana grande,2020-10-30,2020-11-06,20
3UoULw70kMsiVXxW0L3A33,pov,ariana grande,2020-10-30,2020-11-06,23
7Dx9Z6Aon1qPS2N0rHSWTe,just like magic,ariana grande,2020-10-30,2020-11-06,25
3ko9jEHNt4O5fjKN65ULJp,shut up,ariana grande,2020-10-30,2020-11-06,31
14gkWVFMwdxBMyqBw1wmIg,safety net (feat. ty dolla $ign),ariana grande,2020-10-30,2020-11-06,38
0sci7ppTZFm4mjcH3nu8yO,nasty,ariana grande,2020-10-30,2020-11-06,42
6u7gmPOz7pzzaeR9xSBpsR,my hair,ariana grande,2020-10-30,2020-11-06,49
2IKJtXeR5UsaUjZB46fTOK,six thirty,ariana grande,2020-10-30,2020-11-06,51
0q85C1JiECyYIQthz1posA,obvious,ariana grande,2020-10-30,2020-11-06,59
1hJIbOjWpid6LtnozHmzRS,diamonds,sam smith,2020-10-30,2020-11-06,62
6NYtLvyThMT0oALFdJFdzq,love language,ariana grande,2020-10-30,2020-11-06,65
1whfVLMKWqAX3uk97VXsNN,west side,ariana grande,2020-10-30,2020-11-06,66
6juLaduD4STCUDWT0AYun4,more,k/da,2020-10-28,2020-11-06,74
3F1P0QzdXtBz0MXy7KIO5w,fever,dua lipa,2020-03-27,2020-11-06,81
7r9ZhitdQBONTFOiJW5mr8,reloj,rauw alejandro,2020-10-22,2020-11-06,105
3S2R0EVwBSAVMd5UMgKTL0,thriller,michael jackson,1982-11-30,2020-11-06,146
3xgT3xIlFGqZjYW9QlhJWp,dancing with a stranger (with normani),sam smith,2020-10-30,2020-11-06,167
5FLkxbVtsn88ejcLR62L4T,angeklagt,bonez mc,2020-10-29,2020-11-06,168
6ft4hAq6yde8jPZY2i5zLr,paradise (feat. dermot kennedy),meduza,2020-10-30,2020-11-06,169
6f3Slt0GbA2bPZlz0aIFXN,the business,tiësto,2020-09-16,2020-11-06,174
1ABS9lKaZ1uXkXCqr9zFO7,kids again,sam smith,2020-10-30,2020-11-06,176
2zYzyRzz6pRmhPzyfMEC8s,highway to hell,ac/dc,1979-07-27,2020-11-06,179
0ri0Han4IRJhzvERHOZTMr,at my worst,pink sweat$,2020-07-17,2020-11-06,196
0GzuHFG4Ql6DoyxFRnIk3F,hawái - remix,maluma,2020-11-05,2020-11-13,17
5nujrmhLynf4yMoMtj8AQF,levitating (feat. dababy),dua lipa,2020-03-27,2020-11-13,27
6FuGJB290AQMAHTfjOYVaK,"mood (remix) feat. justin bieber, j balvin & iann dior",24kgoldn,2020-11-06,2020-11-13,35
0XinBYhf1X3kdvKQHOX971,tú me dejaste de querer,c. tangana,2020-11-05,2020-11-13,42
3qgPpwtuRu5oP8EtFSj8HE,so done,the kid laroi,2020-11-06,2020-11-13,46
5zj8WNkBrEzlI5FKeYV4ol,la luz,sech,2020-10-31,2020-11-13,65
5vGLcdRuSbUhD8ScwsGSdA,whoopty,cj,2020-08-20,2020-11-13,98
76Tuo484SLohJakHLnGI3B,sweet melody,little mix,2020-11-06,2020-11-13,124
3QCU8BT0zDS9LPVfEhRFEE,always do,the kid laroi,2020-11-06,2020-11-13,140
2FRnf9qhLbvw8fu4IBXx78,last christmas,wham!,1984-11-29,2020-11-13,158
13EW51DKru044OJDJ9Bm8o,tragic (feat. youngboy never broke again & internet money),the kid laroi,2020-11-06,2020-11-13,168
54bFM56PmE4YLRnqpW6Tha,therefore i am,billie eilish,2020-11-12,2020-11-20,2
6zFMeegAMYQo0mt8rXtrli,holiday,lil nas x,2020-11-13,2020-11-20,52
4loQgPwJHocL3dFwLfjb1J,reloj,rauw alejandro,2020-11-13,2020-11-20,62
4G3PTss3mU33Tau7t4KbwE,tattoo - remix with camilo,rauw alejandro,2020-11-13,2020-11-20,63
0k7wmahjkn389wAZdz19Cv,drankin n smokin,future,2020-11-13,2020-11-20,95
0lizgQ7Qw35od7CYaoMBZb,santa tell me,ariana grande,2014-11-24,2020-11-20,101
22Sh5dlwbERqJAq1fZk5b2,de cora <3,rauw alejandro,2020-11-13,2020-11-20,116
0lLdorYw7lVrJydTINhWdI,it's beginning to look a lot like christmas,michael bublé,2011-10-14,2020-11-20,117
2EjXfH91m7f8HiJN1yQg97,rockin' around the christmas tree,brenda lee,1964-10-19,2020-11-20,120
3hBXvHLlTHvnbwrPbeoyAj,jingle bell rock,bobby helms,1992-01-01,2020-11-20,126
0S9ZVNTNRzLMgb96tmmG1u,enchule,rauw alejandro,2020-11-13,2020-11-20,146
1IcR6RlgvDczfvoWJSSY2A,it's the most wonderful time of the year,andy williams,,2020-11-20,149
6lt8iodSkYWEV0ifKCSlfg,stripes like burberry,future,2020-11-13,2020-11-20,153
5n6gBhdEjCuj3obgCoTEFD,that’s it,future,2020-11-13,2020-11-20,168
20McUFi8KCIVdNDLrkTDuZ,goosebumps,hvme,2020-06-12,2020-11-20,179
3AJwUDP919kvQ9QcozQPxg,yellow,coldplay,2000-07-10,2020-11-20,183
3nAp4IvdMPPWEH9uuXFFV5,underneath the tree,kelly clarkson,2013-10-25,2020-11-20,187
4saklk6nie3yiGePpBwUoc,dynamite,bts,2020-11-20,2020-11-27,2
249gnXrbfmV8NG6jTEMSwD,life goes on,bts,2020-11-20,2020-11-27,4
2Z8yfpFX0ZMavHkcIeHiO1,monster (shawn mendes & justin bieber),shawn mendes,2020-11-20,2020-11-27,7
5JqZ3oqF00jkT81foAFvqg,prisoner (feat. dua lipa),miley cyrus,2020-11-20,2020-11-27,11
3QH8rQGNFX8VLbCgZ7uPTS,fly to my room,bts,2020-11-20,2020-11-27,16
0n2moJpAEWHwaPYYjkzMDl,blue & grey,bts,2020-11-20,2020-11-27,18
2FVpOsjT1iquZ3SpCjZ9Ne,telepathy,bts,2020-11-20,2020-11-27,24
54DmTIv86D3sYdiawjULQ0,dis-ease,bts,2020-11-20,2020-11-27,26
3ndCsZfq8OVwwkz9mmZvUz,stay,bts,2020-11-20,2020-11-27,27
5f5tMrP3ZZbNtiLIHKOQLS,roses - imanbek remix,saint jhn,2020-11-20,2020-11-27,57
7vQbuQcyTflfCIOu3Uzzya,jingle bell rock,bobby helms,1957-12-02,2020-11-27,63
4GVwjLRT7oSsKby7Vy8EHr,skit,bts,2020-11-20,2020-11-27,78
4L5ZhW0VJeQ6je2iqvqZ4X,baby (with j balvin),sfera ebbasta,2020-11-20,2020-11-27,105
7xapw9Oy21WpfEcib2ErSA,mistletoe,justin bieber,2011-01-01,2020-11-27,109
0A1hoCfMLkiAgvhWkkucJa,body,megan thee stallion,2020-11-20,2020-11-27,118
0SErdEdRcVX1uJCf1eTGYH,somebody’s problem,morgan wallen,2020-11-20,2020-11-27,124
2uFaJJtFpPDc5Pa95XzTvg,let it snow! let it snow! let it snow!,dean martin,1959-01-01,2020-11-27,128
4jcxBTrNvyqMJdMDyyjdYV,dime cómo quieres,christian nodal,2020-11-13,2020-11-27,139
46UMwpkxyIwzqhsaONm4wf,sleigh ride,the ronettes,2019-11-09,2020-11-27,143
7taXf5odg9xCAZERYfyOkS,feliz navidad,josé feliciano,2001-09-03,2020-11-27,148
68mrW6gXHgupgSiDHgaDi5,polvo,nicky jam,2020-11-20,2020-11-27,153
6tjituizSxwSmBB5vtgHZE,holly jolly christmas,michael bublé,2011-10-14,2020-11-27,155
4kKdvXD0ez7jp1296JmAts,let it snow! let it snow! let it snow! (with the b. swanson quartet),frank sinatra,1994-11-08,2020-11-27,158
11jGgkrtDbYaKlN0y1nPbC,tik tok (feat. marracash & guè pequeno),sfera ebbasta,2020-11-20,2020-11-27,162
7a53HqqArd4b9NF4XAmlbI,kings & queens,ava max,2020-09-18,2020-11-27,167
0247StOpd3AkeBQzANX4Zf,do they know it's christmas? - 1984 version,band aid,2004-01-01,2020-11-27,169
0lSVjlxmAMSJGFSjVB1FtU,abracadabra (feat. future),sfera ebbasta,2020-11-20,2020-11-27,174
4rHZZAmHpZrA3iH5zx8frV,mirrors,justin timberlake,2013-03-15,2020-11-27,188
7Lbxvt42JsNSKVCaN63qhD,wonderful christmastime [edited version] - remastered 2011 / edited version,paul mccartney,1980-05-16,2020-11-27,190
4CvW0iHAs7yJhbpnJ3NSnS,hollywood (feat. diplo),sfera ebbasta,2020-11-20,2020-11-27,192
27qAMKrDdKEs8HDXcvR24R,driving home for christmas - 2019 remaster,chris rea,1987-08-02,2020-11-27,198
4MzXwWMhyBbmu6hOcLVD49,dákiti,bad bunny,2020-11-27,2020-12-04,1
2XIc1pqjXV3Cr2BQUGNBck,la noche de anoche,bad bunny,2020-11-27,2020-12-04,2
5RubKOuDoPn5Kj5TLVxSxY,te mudaste,bad bunny,2020-11-27,2020-12-04,12
2Oycxb8QbPkpHTo8ZrmG0B,prisoner (feat. dua lipa),miley cyrus,2020-11-27,2020-12-04,16
5fROvzNghPid8mbKNDYvpJ,yo visto así,bad bunny,2020-11-27,2020-12-04,17
26QApq0cuO9brJigr0C0W4,haciendo que me amas,bad bunny,2020-11-27,2020-12-04,21
23XjN1s3DZC8Q9ZwuorYY4,te deseo lo mejor,bad bunny,2020-11-27,2020-12-04,29
26w9NTiE9NGjW1ZvIOd1So,booker t,bad bunny,2020-11-27,2020-12-04,33
0tjZv2hChdHZCW1zFXpy1J,hoy cobré,bad bunny,2020-11-27,2020-12-04,41
67ACYA3UI6QMNtHX6b34wX,la droga,bad bunny,2020-11-27,2020-12-04,43
0Lsis3LB0XAK6XlTHXaJk2,maldita pobreza,bad bunny,2020-11-27,2020-12-04,44
36DHxTW2xdr9GG15T9oK9L,el mundo es mío,bad bunny,2020-11-27,2020-12-04,48
7kjEqI6eZ7YlFrGhxixnlN,antes que se acabe,bad bunny,2020-11-27,2020-12-04,53
4i2qxFEVVUi8yOYoxB8TCX,midnight sky,miley cyrus,2020-11-27,2020-12-04,54
5jZ32WOU7sqzDYbzINwMUk,sorry papi,bad bunny,2020-11-27,2020-12-04,59
0zLCBJZSiELJf02ucPP9wb,roses - imanbek remix,saint jhn,2020-11-20,2020-12-04,60
3qCeq0rWK67SoBDgFd2sId,feliz navidad,josé feliciano,,2020-12-04,62
3KJ3opyV29269SXkPrc19l,120,bad bunny,2020-11-27,2020-12-04,63
09WAnxdBuebQopKhJT3oZS,trellas,bad bunny,2020-11-27,2020-12-04,66
1daDRI9ahBonbWD8YcxOIB,angels like you,miley cyrus,2020-11-27,2020-12-04,86
27RYrbL6S02LNVhDWVl38b,happy xmas (war is over) - remastered 2010,john lennon,2010-10-05,2020-12-04,101
2TE4xW3ImvpltVU0cPcKUn,merry christmas everyone,shakin' stevens,1991-11-25,2020-12-04,133
4PS1e8f2LvuTFgUs1Cn3ON,the christmas song (merry christmas to you),nat king cole,,2020-12-04,135
77khP2fIVhSW23NwxrRluh,a holly jolly christmas - single version,burl ives,1965-10-01,2020-12-04,151
4so0Wek9Ig1p6CRCHuINwW,white christmas,bing crosby,1942-01-01,2020-12-04,152
3VvA1wSxukMLsvXoXtlwWx,hecha pa' mi,boza,2020-07-31,2020-12-04,155
5GK1GYXH16RdfmltogHhAk,heart of glass (live from the iheart festival),miley cyrus,2020-11-27,2020-12-04,165
2Iv6YBslkxslMJQsxshZh5,cantares de navidad,trio vegabajeño,2020-11-27,2020-12-04,171
6qCsKKS7Ol63SJW3LOIX5R,plastic hearts,miley cyrus,2020-11-27,2020-12-04,172
7lgA34nFXxjqQgyLkPUcLv,jenny (i wanna ruin our friendship),studio killers,2013-06-04,2020-12-04,180
3VTNVsTTu05dmTsVFrmGpK,fairytale of new york (feat. kirsty maccoll),the pogues,1988-09-05,2020-12-04,181
