track_id,track_name,artist_name,main_artist,canonical_title,release_date,week,rank
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-01-03,1
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-01-03,2
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-01-03,3
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-01-03,4
4TnjEaWOeW0eKTKIEvJyCa,falling,trevor daniel,trevor daniel,falling,2018-10-05,2020-01-03,5
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-01-03,6
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,dua lipa,don t start now,2019-10-31,2020-01-03,7
0sf12qNH5qcw8qpgymFOqD,blinding lights,the weeknd,the weeknd,blinding lights,2019-11-29,2020-01-03,8
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-01-03,9
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-01-03,10
6cy3ki60hLwimwIje7tALf,ritmo (bad boys for life),black eyed peas,black eyed peas,ritmo,2019-10-12,2020-01-03,11
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-01-03,12
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-01-03,13
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-01-03,14
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-01-03,15
7h0d2h0fUmzbs7zeFigJPn,highest in the room (feat. rosalía & lil baby) - remix,travis scott,travis scott,highest in the room remix,2019-12-27,2020-01-03,16
3yOlyBJuViE2YSGn3nVE1K,my oh my (feat. dababy),camila cabello,camila cabello,my oh my,2019-12-06,2020-01-03,17
1HfMVBKM75vxSfsQ5VefZ5,lose you to love me,selena gomez,selena gomez,lose you to love me,2019-10-23,2020-01-03,18
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,blackbear,hot girl bummer,2019-08-23,2020-01-03,19
5DxXgozhkPLgrbKFY91w0c,vete,bad bunny,bad bunny,vete,2019-11-21,2020-01-03,20
2tnVG71enUj33Ic2nFN6kZ,ride it,regard,regard,ride it,2019-07-26,2020-01-03,21
6UelLqGlWMcVH1E5c4H7lY,watermelon sugar,harry styles,harry styles,watermelon sugar,2019-12-13,2020-01-03,22
3eekarcy7kvN4yt5ZFzltW,highest in the room,travis scott,travis scott,highest in the room,2019-10-04,2020-01-03,23
0RiRZpuVRbi7oqRdSMwhQY,sunflower - spider-man: into the spider-verse,post malone,post malone,sunflower spider man into the spider verse,2019-09-06,2020-01-03,24
2ksOAxtIxY8yElEWw8RhgK,china,anuel aa,anuel aa,china,2019-07-19,2020-01-03,25
6Ozh9Ok6h4Oi1wUSLtBseN,bop,dababy,dababy,bop,2019-09-27,2020-01-03,26
6gi6y1xwmVszDWkUqab1qw,out west (feat. young thug),jackboys,jackboys,out west,2019-12-27,2020-01-03,27
0hVXuCcriWRGvwMV1r5Yn9,i don't care (with justin bieber),ed sheeran,ed sheeran,i don t care,2019-07-12,2020-01-03,28
57vxBYXtHMk6H1aD29V7PU,heartless,the weeknd,the weeknd,heartless,2019-11-27,2020-01-03,29
70eFcWOvlMObDhURTqT4Fv,beautiful people (feat. khalid),ed sheeran,ed sheeran,beautiful people,2019-07-12,2020-01-03,30
285pBltuF7vW8TeWk8hdRR,lucid dreams,juice wrld,juice wrld,lucid dreams,2018-12-10,2020-01-03,31
3VyjsVV24RmBIbWJAeUJNu,no idea,don toliver,don toliver,no idea,2019-05-29,2020-01-03,32
6Gg1gjgKi2AK4e0qzsR7sd,bandit (with youngboy never broke again),juice wrld,juice wrld,bandit,2019-10-04,2020-01-03,33
6mAN61JH0dzyZpWslS11jy,fantasias,rauw alejandro,rauw alejandro,fantasias,2019-08-29,2020-01-03,34
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-01-03,35
6uJONCdr2rC65BNmCnTBWK,gang gang,jackboys,jackboys,gang gang,2019-12-27,2020-01-03,36
2Ec33AVlkTTq8BHFgBTdQs,futsal shuffle 2020,lil uzi vert,lil uzi vert,futsal shuffle,2019-12-12,2020-01-03,37
4AO1XhrgJczQ9bNVxdfKQe,what to do? (feat. don toliver),jackboys,jackboys,what to do,2019-12-27,2020-01-03,38
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-01-10,1
41L3O37CECZt3N7ziG2z7l,yummy,justin bieber,justin bieber,yummy,2020-01-03,2020-01-10,2
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-01-10,3
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-01-10,4
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-01-10,5
0sf12qNH5qcw8qpgymFOqD,blinding lights,the weeknd,the weeknd,blinding lights,2019-11-29,2020-01-10,6
4TnjEaWOeW0eKTKIEvJyCa,falling,trevor daniel,trevor daniel,falling,2018-10-05,2020-01-10,7
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,dua lipa,don t start now,2019-10-31,2020-01-10,8
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-01-10,9
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-01-10,10
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-01-10,11
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-01-10,12
6cy3ki60hLwimwIje7tALf,ritmo (bad boys for life),black eyed peas,black eyed peas,ritmo,2019-10-12,2020-01-10,13
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-01-10,14
3yOlyBJuViE2YSGn3nVE1K,my oh my (feat. dababy),camila cabello,camila cabello,my oh my,2019-12-06,2020-01-10,15
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-01-10,16
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-01-10,17
1HfMVBKM75vxSfsQ5VefZ5,lose you to love me,selena gomez,selena gomez,lose you to love me,2019-10-23,2020-01-10,18
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,blackbear,hot girl bummer,2019-08-23,2020-01-10,19
2tnVG71enUj33Ic2nFN6kZ,ride it,regard,regard,ride it,2019-07-26,2020-01-10,20
6UelLqGlWMcVH1E5c4H7lY,watermelon sugar,harry styles,harry styles,watermelon sugar,2019-12-13,2020-01-10,21
5DxXgozhkPLgrbKFY91w0c,vete,bad bunny,bad bunny,vete,2019-11-21,2020-01-10,22
6Ozh9Ok6h4Oi1wUSLtBseN,bop,dababy,dababy,bop,2019-09-27,2020-01-10,23
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-01-10,24
3eekarcy7kvN4yt5ZFzltW,highest in the room,travis scott,travis scott,highest in the room,2019-10-04,2020-01-10,25
3VyjsVV24RmBIbWJAeUJNu,no idea,don toliver,don toliver,no idea,2019-05-29,2020-01-10,26
57vxBYXtHMk6H1aD29V7PU,heartless,the weeknd,the weeknd,heartless,2019-11-27,2020-01-10,27
0RiRZpuVRbi7oqRdSMwhQY,sunflower - spider-man: into the spider-verse,post malone,post malone,sunflower spider man into the spider verse,2019-09-06,2020-01-10,28
0hVXuCcriWRGvwMV1r5Yn9,i don't care (with justin bieber),ed sheeran,ed sheeran,i don t care,2019-07-12,2020-01-10,29
2ksOAxtIxY8yElEWw8RhgK,china,anuel aa,anuel aa,china,2019-07-19,2020-01-10,30
6Gg1gjgKi2AK4e0qzsR7sd,bandit (with youngboy never broke again),juice wrld,juice wrld,bandit,2019-10-04,2020-01-10,31
2Ec33AVlkTTq8BHFgBTdQs,futsal shuffle 2020,lil uzi vert,lil uzi vert,futsal shuffle,2019-12-12,2020-01-10,32
6mAN61JH0dzyZpWslS11jy,fantasias,rauw alejandro,rauw alejandro,fantasias,2019-08-29,2020-01-10,33
7CHi4DtfK4heMlQaudCuHK,lose control,meduza,meduza,lose control,2019-10-11,2020-01-10,34
70eFcWOvlMObDhURTqT4Fv,beautiful people (feat. khalid),ed sheeran,ed sheeran,beautiful people,2019-07-12,2020-01-10,35
285pBltuF7vW8TeWk8hdRR,lucid dreams,juice wrld,juice wrld,lucid dreams,2018-12-10,2020-01-10,36
6LcauUZjF1eXQrgqMUecHX,ayy macarena,tyga,tyga,ayy macarena,2019-11-13,2020-01-10,37
7h0d2h0fUmzbs7zeFigJPn,highest in the room (feat. rosalía & lil baby) - remix,travis scott,travis scott,highest in the room remix,2019-12-27,2020-01-10,38
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-01-17,1
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-01-17,2
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-01-17,3
41L3O37CECZt3N7ziG2z7l,yummy,justin bieber,justin bieber,yummy,2020-01-03,2020-01-17,4
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-01-17,5
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-01-17,6
0sf12qNH5qcw8qpgymFOqD,blinding lights,the weeknd,the weeknd,blinding lights,2019-11-29,2020-01-17,7
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,dua lipa,don t start now,2019-10-31,2020-01-17,8
4TnjEaWOeW0eKTKIEvJyCa,falling,trevor daniel,trevor daniel,falling,2018-10-05,2020-01-17,9
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-01-17,10
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-01-17,11
7HMmFQsKsljwTw8bS7lu19,rare,selena gomez,selena gomez,rare,2020-01-10,2020-01-17,12
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-01-17,13
4l0Mvzj72xxOpRrp6h8nHi,lose you to love me,selena gomez,selena gomez,lose you to love me,2020-01-10,2020-01-17,14
6cy3ki60hLwimwIje7tALf,ritmo (bad boys for life),black eyed peas,black eyed peas,ritmo,2019-10-12,2020-01-17,15
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-01-17,16
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-01-17,17
3ClBKQkKoaUQ6UOhe2xlJK,good news,mac miller,mac miller,good news,2020-01-09,2020-01-17,18
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-01-17,19
3yOlyBJuViE2YSGn3nVE1K,my oh my (feat. dababy),camila cabello,camila cabello,my oh my,2019-12-06,2020-01-17,20
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-01-17,21
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,blackbear,hot girl bummer,2019-08-23,2020-01-17,22
6Ozh9Ok6h4Oi1wUSLtBseN,bop,dababy,dababy,bop,2019-09-27,2020-01-17,23
2usxQITOSDqvkYiI0oIwao,you should be sad,halsey,halsey,you should be sad,2020-01-10,2020-01-17,24
5DxXgozhkPLgrbKFY91w0c,vete,bad bunny,bad bunny,vete,2019-11-21,2020-01-17,25
2tnVG71enUj33Ic2nFN6kZ,ride it,regard,regard,ride it,2019-07-26,2020-01-17,26
7sQKy5vlPQllr0k9IjYJv3,sigues con el,arcangel,arcangel,sigues con el,2019-12-13,2020-01-17,27
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-01-17,28
6UelLqGlWMcVH1E5c4H7lY,watermelon sugar,harry styles,harry styles,watermelon sugar,2019-12-13,2020-01-17,29
3VyjsVV24RmBIbWJAeUJNu,no idea,don toliver,don toliver,no idea,2019-05-29,2020-01-17,30
3eekarcy7kvN4yt5ZFzltW,highest in the room,travis scott,travis scott,highest in the room,2019-10-04,2020-01-17,31
1iSqfoUFnQwV0QW1EfUit8,suicidal,ynw melly,ynw melly,suicidal,2019-11-22,2020-01-17,32
0hVXuCcriWRGvwMV1r5Yn9,i don't care (with justin bieber),ed sheeran,ed sheeran,i don t care,2019-07-12,2020-01-17,33
6Gg1gjgKi2AK4e0qzsR7sd,bandit (with youngboy never broke again),juice wrld,juice wrld,bandit,2019-10-04,2020-01-17,34
2Ec33AVlkTTq8BHFgBTdQs,futsal shuffle 2020,lil uzi vert,lil uzi vert,futsal shuffle,2019-12-12,2020-01-17,35
0RiRZpuVRbi7oqRdSMwhQY,sunflower - spider-man: into the spider-verse,post malone,post malone,sunflower spider man into the spider verse,2019-09-06,2020-01-17,36
6mAN61JH0dzyZpWslS11jy,fantasias,rauw alejandro,rauw alejandro,fantasias,2019-08-29,2020-01-17,37
7CHi4DtfK4heMlQaudCuHK,lose control,meduza,meduza,lose control,2019-10-11,2020-01-17,38
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-01-24,1
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-01-24,2
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-01-24,3
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,eminem,godzilla,2020-01-17,2020-01-24,4
41L3O37CECZt3N7ziG2z7l,yummy,justin bieber,justin bieber,yummy,2020-01-03,2020-01-24,5
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-01-24,6
0sf12qNH5qcw8qpgymFOqD,blinding lights,the weeknd,the weeknd,blinding lights,2019-11-29,2020-01-24,7
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-01-24,8
4TnjEaWOeW0eKTKIEvJyCa,falling,trevor daniel,trevor daniel,falling,2018-10-05,2020-01-24,9
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,dua lipa,don t start now,2019-10-31,2020-01-24,10
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-01-24,11
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-01-24,12
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-01-24,13
1DWZUa5Mzf2BwzpHtgbHPY,good news,mac miller,mac miller,good news,2020-01-17,2020-01-24,14
6cy3ki60hLwimwIje7tALf,ritmo (bad boys for life),black eyed peas,black eyed peas,ritmo,2019-10-12,2020-01-24,15
7lidXGPXPYLNThITAOTlkK,you should be sad,halsey,halsey,you should be sad,2020-01-17,2020-01-24,16
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-01-24,17
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-01-24,18
24NuEDgyRIljwSyY0lsr7b,black swan,bts,bts,black swan,2020-01-17,2020-01-24,19
4l0Mvzj72xxOpRrp6h8nHi,lose you to love me,selena gomez,selena gomez,lose you to love me,2020-01-10,2020-01-24,20
7HMmFQsKsljwTw8bS7lu19,rare,selena gomez,selena gomez,rare,2020-01-10,2020-01-24,21
0VSzREd1OjEWJ9tXoFHRQH,those kinda nights (feat. ed sheeran),eminem,eminem,those kinda nights,2020-01-17,2020-01-24,22
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-01-24,23
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-01-24,24
3yOlyBJuViE2YSGn3nVE1K,my oh my (feat. dababy),camila cabello,camila cabello,my oh my,2019-12-06,2020-01-24,25
5SiZJoLXp3WOl3J4C8IK0d,darkness,eminem,eminem,darkness,2020-01-17,2020-01-24,26
4wNIkl5XGiAACjFBlDWuSd,what a man gotta do,jonas brothers,jonas brothers,what a man gotta do,2020-01-17,2020-01-24,27
7sQKy5vlPQllr0k9IjYJv3,sigues con el,arcangel,arcangel,sigues con el,2019-12-13,2020-01-24,28
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,blackbear,hot girl bummer,2019-08-23,2020-01-24,29
0GQ5bFTVFFKpwNPc7KwQnB,"you gon’ learn (feat. royce da 5'9"" & white gold)",eminem,eminem,you gon learn,2020-01-17,2020-01-24,30
5DxXgozhkPLgrbKFY91w0c,vete,bad bunny,bad bunny,vete,2019-11-21,2020-01-24,31
0q2vG0UVuy6ajjcpkQHdZM,unaccommodating (feat. young m.a),eminem,eminem,unaccommodating,2020-01-17,2020-01-24,32
6Ozh9Ok6h4Oi1wUSLtBseN,bop,dababy,dababy,bop,2019-09-27,2020-01-24,33
2tnVG71enUj33Ic2nFN6kZ,ride it,regard,regard,ride it,2019-07-26,2020-01-24,34
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-01-24,35
1iSqfoUFnQwV0QW1EfUit8,suicidal,ynw melly,ynw melly,suicidal,2019-11-22,2020-01-24,36
3VyjsVV24RmBIbWJAeUJNu,no idea,don toliver,don toliver,no idea,2019-05-29,2020-01-24,37
2hwOoMtWPtTSSn6WHV7Vp5,blue world,mac miller,mac miller,blue world,2020-01-17,2020-01-24,38
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-01-31,1
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-01-31,2
0sf12qNH5qcw8qpgymFOqD,blinding lights,the weeknd,the weeknd,blinding lights,2019-11-29,2020-01-31,3
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-01-31,4
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,eminem,godzilla,2020-01-17,2020-01-31,5
41L3O37CECZt3N7ziG2z7l,yummy,justin bieber,justin bieber,yummy,2020-01-03,2020-01-31,6
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-01-31,7
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-01-31,8
4TnjEaWOeW0eKTKIEvJyCa,falling,trevor daniel,trevor daniel,falling,2018-10-05,2020-01-31,9
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,dua lipa,don t start now,2019-10-31,2020-01-31,10
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-01-31,11
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-01-31,12
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-01-31,13
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-01-31,14
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-01-31,15
6cy3ki60hLwimwIje7tALf,ritmo (bad boys for life),black eyed peas,black eyed peas,ritmo,2019-10-12,2020-01-31,16
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-01-31,17
7lidXGPXPYLNThITAOTlkK,you should be sad,halsey,halsey,you should be sad,2020-01-17,2020-01-31,18
4l0Mvzj72xxOpRrp6h8nHi,lose you to love me,selena gomez,selena gomez,lose you to love me,2020-01-10,2020-01-31,19
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-01-31,20
3yOlyBJuViE2YSGn3nVE1K,my oh my (feat. dababy),camila cabello,camila cabello,my oh my,2019-12-06,2020-01-31,21
7sQKy5vlPQllr0k9IjYJv3,sigues con el,arcangel,arcangel,sigues con el,2019-12-13,2020-01-31,22
1iSqfoUFnQwV0QW1EfUit8,suicidal,ynw melly,ynw melly,suicidal,2019-11-22,2020-01-31,23
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-01-31,24
7HMmFQsKsljwTw8bS7lu19,rare,selena gomez,selena gomez,rare,2020-01-10,2020-01-31,25
5DxXgozhkPLgrbKFY91w0c,vete,bad bunny,bad bunny,vete,2019-11-21,2020-01-31,26
1DWZUa5Mzf2BwzpHtgbHPY,good news,mac miller,mac miller,good news,2020-01-17,2020-01-31,27
4wNIkl5XGiAACjFBlDWuSd,what a man gotta do,jonas brothers,jonas brothers,what a man gotta do,2020-01-17,2020-01-31,28
3cqPu20DGTGUoZtbJH2Dmi,what if i told you that i love you,ali gatie,ali gatie,what if i told you that i love you,2020-01-24,2020-01-31,29
2tnVG71enUj33Ic2nFN6kZ,ride it,regard,regard,ride it,2019-07-26,2020-01-31,30
6Ozh9Ok6h4Oi1wUSLtBseN,bop,dababy,dababy,bop,2019-09-27,2020-01-31,31
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-01-31,32
5stPVcRqb4qixbafP9e8lt,hola - remix,dalex,dalex,hola remix,2019-11-01,2020-01-31,33
7CHi4DtfK4heMlQaudCuHK,lose control,meduza,meduza,lose control,2019-10-11,2020-01-31,34
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,blackbear,hot girl bummer,2019-08-23,2020-01-31,35
6mAN61JH0dzyZpWslS11jy,fantasias,rauw alejandro,rauw alejandro,fantasias,2019-08-29,2020-01-31,36
3VyjsVV24RmBIbWJAeUJNu,no idea,don toliver,don toliver,no idea,2019-05-29,2020-01-31,37
3mQ6SLdxxaL52Yte7KF2Ks,morado,j balvin,j balvin,morado,2020-01-09,2020-01-31,38
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-02-07,1
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-02-07,2
0sf12qNH5qcw8qpgymFOqD,blinding lights,the weeknd,the weeknd,blinding lights,2019-11-29,2020-02-07,3
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-02-07,4
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,dua lipa,don t start now,2019-10-31,2020-02-07,5
41L3O37CECZt3N7ziG2z7l,yummy,justin bieber,justin bieber,yummy,2020-01-03,2020-02-07,6
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,eminem,godzilla,2020-01-17,2020-02-07,7
4TnjEaWOeW0eKTKIEvJyCa,falling,trevor daniel,trevor daniel,falling,2018-10-05,2020-02-07,8
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-02-07,9
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-02-07,10
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-02-07,11
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-02-07,12
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-02-07,13
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-02-07,14
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-02-07,15
6cy3ki60hLwimwIje7tALf,ritmo (bad boys for life),black eyed peas,black eyed peas,ritmo,2019-10-12,2020-02-07,16
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-02-07,17
5px6upUHM3fhOP621Edp4V,physical,dua lipa,dua lipa,physical,2020-01-30,2020-02-07,18
7lidXGPXPYLNThITAOTlkK,you should be sad,halsey,halsey,you should be sad,2020-01-17,2020-02-07,19
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-02-07,20
7sQKy5vlPQllr0k9IjYJv3,sigues con el,arcangel,arcangel,sigues con el,2019-12-13,2020-02-07,21
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-02-07,22
3yOlyBJuViE2YSGn3nVE1K,my oh my (feat. dababy),camila cabello,camila cabello,my oh my,2019-12-06,2020-02-07,23
4l0Mvzj72xxOpRrp6h8nHi,lose you to love me,selena gomez,selena gomez,lose you to love me,2020-01-10,2020-02-07,24
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-02-07,25
1iSqfoUFnQwV0QW1EfUit8,suicidal,ynw melly,ynw melly,suicidal,2019-11-22,2020-02-07,26
5DxXgozhkPLgrbKFY91w0c,vete,bad bunny,bad bunny,vete,2019-11-21,2020-02-07,27
2tnVG71enUj33Ic2nFN6kZ,ride it,regard,regard,ride it,2019-07-26,2020-02-07,28
5stPVcRqb4qixbafP9e8lt,hola - remix,dalex,dalex,hola remix,2019-11-01,2020-02-07,29
7CHi4DtfK4heMlQaudCuHK,lose control,meduza,meduza,lose control,2019-10-11,2020-02-07,30
7HMmFQsKsljwTw8bS7lu19,rare,selena gomez,selena gomez,rare,2020-01-10,2020-02-07,31
4wNIkl5XGiAACjFBlDWuSd,what a man gotta do,jonas brothers,jonas brothers,what a man gotta do,2020-01-17,2020-02-07,32
3mQ6SLdxxaL52Yte7KF2Ks,morado,j balvin,j balvin,morado,2020-01-09,2020-02-07,33
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-02-07,34
3cqPu20DGTGUoZtbJH2Dmi,what if i told you that i love you,ali gatie,ali gatie,what if i told you that i love you,2020-01-24,2020-02-07,35
6mAN61JH0dzyZpWslS11jy,fantasias,rauw alejandro,rauw alejandro,fantasias,2019-08-29,2020-02-07,36
3QzAOrNlsabgbMwlZt7TAY,ballin' (with roddy ricch),mustard,mustard,ballin,2019-06-28,2020-02-07,37
6U0FIYXCQ3TGrk4tFpLrEA,sugar,brockhampton,brockhampton,sugar,2019-08-23,2020-02-07,38
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-02-14,1
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-02-14,2
